REF_CLOSING_DESCRIPTION,Attraction,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE,Holidays,Weekends
,Giant Wheel,ATTR,2018-05-18 10:00:00.000,2018-05-18 22:44:00.000,2018-05-19 07:46:59.000,2018-05-18,0,0
,Drop Tower,ATTR,2018-05-19 08:30:00.000,2018-05-19 22:11:00.000,2018-05-20 07:36:29.000,2018-05-19,0,1
,Spinning Coaster,ATTR,2018-05-19 10:00:00.000,2018-05-19 23:09:00.000,2018-05-20 07:36:16.000,2018-05-19,0,1
,Haunted House,ATTR,2018-05-19 09:39:00.000,2018-05-19 21:49:00.000,2018-05-20 07:36:27.000,2018-05-19,0,1
,Go-Karts,ATTR,2018-05-19 08:30:00.000,2018-05-19 23:12:00.000,2018-05-20 07:36:12.000,2018-05-19,0,1
,Superman Ride,ATTR,2018-05-19 09:31:00.000,2018-05-19 17:19:00.000,2018-05-20 07:36:53.000,2018-05-19,0,1
,PortAventura World,PARK,2018-05-19 10:00:00.000,2018-05-19 23:00:00.000,2018-05-20 07:37:34.000,2018-05-19,0,1
,Dizzy Dropper,ATTR,2018-05-19 08:30:00.000,2018-05-19 22:16:00.000,2018-05-20 07:36:28.000,2018-05-19,0,1
,Spiral Slide,ATTR,2018-05-19 08:30:00.000,2018-05-19 20:34:00.000,2018-05-20 07:37:06.000,2018-05-19,0,1
,Flying Coaster,ATTR,2018-05-19 09:39:00.000,2018-05-19 23:08:00.000,2018-05-20 07:35:57.000,2018-05-19,0,1
,Crazy Dance,ATTR,2018-05-19 09:48:00.000,2018-05-19 23:09:00.000,2018-05-20 07:35:52.000,2018-05-19,0,1
,Rapids Ride,ATTR,2018-05-19 10:00:00.000,2018-05-19 20:14:00.000,2018-05-20 07:36:40.000,2018-05-19,0,1
Fermeture Réhab,Merry Go Round,ATTR,2018-05-19 23:59:00.000,2018-05-19 23:59:00.000,2018-05-20 07:36:51.000,2018-05-19,0,1
,Water Ride,ATTR,2018-05-19 08:30:00.000,2018-05-19 22:02:00.000,2018-05-20 07:36:35.000,2018-05-19,0,1
Fermeture Réhab,Bumper Cars,ATTR,2018-05-19 23:59:00.000,2018-05-19 23:59:00.000,2018-05-20 07:36:45.000,2018-05-19,0,1
,Inverted Coaster,ATTR,2018-05-19 10:00:00.000,2018-05-19 17:00:00.000,2018-05-20 07:36:59.000,2018-05-19,0,1
,Circus Train,ATTR,2018-05-19 10:00:00.000,2018-05-19 21:48:00.000,2018-05-20 07:36:42.000,2018-05-19,0,1
,Himalaya Ride,ATTR,2018-05-19 09:55:00.000,2018-05-19 23:07:00.000,2018-05-20 07:36:20.000,2018-05-19,0,1
,PortAventura World,PARK,2018-05-19 08:30:00.000,2018-05-19 09:30:00.000,2018-05-20 07:37:34.000,2018-05-19,0,1
Fermeture Opérationnelle,Oz Theatre,ATTR,2018-05-19 23:59:00.000,2018-05-19 23:59:00.000,2018-05-20 07:36:03.000,2018-05-19,0,1
,Roller Coaster,ATTR,2018-05-19 10:00:00.000,2018-05-19 19:59:00.000,2018-05-20 07:36:14.000,2018-05-19,0,1
,Bungee Jump,ATTR,2018-05-19 09:31:00.000,2018-05-19 23:04:00.000,2018-05-20 07:36:00.000,2018-05-19,0,1
,Zipline,ATTR,2018-05-19 08:30:00.000,2018-05-19 23:06:00.000,2018-05-20 07:36:21.000,2018-05-19,0,1
,Kiddie Coaster,ATTR,2018-05-19 10:00:00.000,2018-05-19 20:08:00.000,2018-05-20 07:36:44.000,2018-05-19,0,1
,Swing Ride,ATTR,2018-05-19 08:30:00.000,2018-05-19 22:19:00.000,2018-05-20 07:36:34.000,2018-05-19,0,1
,Giant Wheel,ATTR,2018-05-19 09:31:00.000,2018-05-19 23:15:00.000,2018-05-20 07:36:47.000,2018-05-19,0,1
,Free Fall,ATTR,2018-05-19 10:00:00.000,2018-05-19 20:07:00.000,2018-05-20 07:37:05.000,2018-05-19,0,1
,Giga Coaster,ATTR,2018-05-19 09:36:00.000,2018-05-19 22:12:00.000,2018-05-20 07:36:43.000,2018-05-19,0,1
,Giant Wheel,ATTR,2018-05-20 10:00:00.000,2018-05-20 23:14:00.000,2018-05-21 07:44:18.000,2018-05-20,0,1
,Circus Train,ATTR,2018-05-20 09:35:00.000,2018-05-20 21:44:00.000,2018-05-21 07:44:13.000,2018-05-20,0,1
,Flying Coaster,ATTR,2018-05-20 09:55:00.000,2018-05-20 23:12:00.000,2018-05-21 07:43:40.000,2018-05-20,0,1
,Water Ride,ATTR,2018-05-20 08:30:00.000,2018-05-20 22:09:00.000,2018-05-21 07:44:11.000,2018-05-20,0,1
,Free Fall,ATTR,2018-05-20 10:00:00.000,2018-05-20 19:45:00.000,2018-05-21 07:44:28.000,2018-05-20,0,1
,Zipline,ATTR,2018-05-20 08:30:00.000,2018-05-20 23:17:00.000,2018-05-21 07:43:57.000,2018-05-20,0,1
,Rapids Ride,ATTR,2018-05-20 10:00:00.000,2018-05-20 20:14:00.000,2018-05-21 07:44:13.000,2018-05-20,0,1
,Roller Coaster,ATTR,2018-05-20 10:00:00.000,2018-05-20 19:44:00.000,2018-05-21 07:43:49.000,2018-05-20,0,1
,Himalaya Ride,ATTR,2018-05-20 09:37:00.000,2018-05-20 23:07:00.000,2018-05-21 07:43:57.000,2018-05-20,0,1
,PortAventura World,PARK,2018-05-20 08:30:00.000,2018-05-20 09:30:00.000,2018-05-21 07:44:49.000,2018-05-20,0,1
,Go-Karts,ATTR,2018-05-20 08:28:00.000,2018-05-20 23:13:00.000,2018-05-21 07:43:47.000,2018-05-20,0,1
,Giga Coaster,ATTR,2018-05-20 09:46:00.000,2018-05-20 22:14:00.000,2018-05-21 07:44:14.000,2018-05-20,0,1
,Crazy Dance,ATTR,2018-05-20 09:33:00.000,2018-05-20 23:10:00.000,2018-05-21 07:43:38.000,2018-05-20,0,1
,Spinning Coaster,ATTR,2018-05-20 08:29:00.000,2018-05-20 23:05:00.000,2018-05-21 07:43:51.000,2018-05-20,0,1
,Superman Ride,ATTR,2018-05-20 09:30:00.000,2018-05-20 17:14:00.000,2018-05-21 07:44:21.000,2018-05-20,0,1
,Kiddie Coaster,ATTR,2018-05-20 10:00:00.000,2018-05-20 20:12:00.000,2018-05-21 07:44:15.000,2018-05-20,0,1
,Spiral Slide,ATTR,2018-05-20 08:30:00.000,2018-05-20 20:14:00.000,2018-05-21 07:44:29.000,2018-05-20,0,1
,Inverted Coaster,ATTR,2018-05-20 10:00:00.000,2018-05-20 17:00:00.000,2018-05-21 07:44:22.000,2018-05-20,0,1
Fermeture Réhab,Merry Go Round,ATTR,2018-05-20 23:59:00.000,2018-05-20 23:59:00.000,2018-05-21 07:44:20.000,2018-05-20,0,1
,PortAventura World,PARK,2018-05-20 10:00:00.000,2018-05-20 23:00:00.000,2018-05-21 07:44:49.000,2018-05-20,0,1
,Bungee Jump,ATTR,2018-05-20 09:29:00.000,2018-05-20 23:04:00.000,2018-05-21 07:43:42.000,2018-05-20,0,1
,Drop Tower,ATTR,2018-05-20 08:30:00.000,2018-05-20 22:11:00.000,2018-05-21 07:44:01.000,2018-05-20,0,1
,Swing Ride,ATTR,2018-05-20 08:30:00.000,2018-05-20 22:24:00.000,2018-05-21 07:44:09.000,2018-05-20,0,1
,Haunted House,ATTR,2018-05-20 09:48:00.000,2018-05-20 21:45:00.000,2018-05-21 07:43:59.000,2018-05-20,0,1
Fermeture Réhab,Bumper Cars,ATTR,2018-05-20 23:59:00.000,2018-05-20 23:59:00.000,2018-05-21 07:44:17.000,2018-05-20,0,1
,Dizzy Dropper,ATTR,2018-05-20 08:30:00.000,2018-05-20 22:09:00.000,2018-05-21 07:44:00.000,2018-05-20,0,1
,Go-Karts,ATTR,2018-05-21 08:30:00.000,2018-05-21 23:07:00.000,2018-05-22 08:47:53.000,2018-05-21,0,0
,Flying Coaster,ATTR,2018-05-21 09:53:00.000,2018-05-21 23:06:00.000,2018-05-22 08:47:52.000,2018-05-21,0,0
,PortAventura World,PARK,2018-05-21 08:30:00.000,2018-05-21 09:30:00.000,2018-05-22 08:48:03.000,2018-05-21,0,0
,Rapids Ride,ATTR,2018-05-21 10:00:00.000,2018-05-21 20:12:00.000,2018-05-22 08:47:56.000,2018-05-21,0,0
,Bungee Jump,ATTR,2018-05-21 09:16:00.000,2018-05-21 23:01:00.000,2018-05-22 08:47:52.000,2018-05-21,0,0
,Giga Coaster,ATTR,2018-05-21 09:45:00.000,2018-05-21 22:12:00.000,2018-05-22 08:47:56.000,2018-05-21,0,0
,Crazy Dance,ATTR,2018-05-21 09:30:00.000,2018-05-21 23:11:00.000,2018-05-22 08:47:52.000,2018-05-21,0,0
,Circus Train,ATTR,2018-05-21 09:36:00.000,2018-05-21 21:52:00.000,2018-05-22 08:47:56.000,2018-05-21,0,0
,Superman Ride,ATTR,2018-05-21 09:29:00.000,2018-05-21 17:22:00.000,2018-05-22 08:47:57.000,2018-05-21,0,0
,Swing Ride,ATTR,2018-05-21 08:30:00.000,2018-05-21 22:15:00.000,2018-05-22 08:47:55.000,2018-05-21,0,0
,Water Ride,ATTR,2018-05-21 08:30:00.000,2018-05-21 22:04:00.000,2018-05-22 08:47:55.000,2018-05-21,0,0
,PortAventura World,PARK,2018-05-21 10:00:00.000,2018-05-21 23:00:00.000,2018-05-22 08:48:03.000,2018-05-21,0,0
,Roller Coaster,ATTR,2018-05-21 10:00:00.000,2018-05-21 19:50:00.000,2018-05-22 08:47:53.000,2018-05-21,0,0
,Giant Wheel,ATTR,2018-05-21 10:00:00.000,2018-05-21 23:08:00.000,2018-05-22 08:47:57.000,2018-05-21,0,0
,Drop Tower,ATTR,2018-05-21 08:30:00.000,2018-05-21 22:15:00.000,2018-05-22 08:47:55.000,2018-05-21,0,0
,Kiddie Coaster,ATTR,2018-05-21 10:00:00.000,2018-05-21 20:10:00.000,2018-05-22 08:47:56.000,2018-05-21,0,0
,Haunted House,ATTR,2018-05-21 09:35:00.000,2018-05-21 22:00:00.000,2018-05-22 08:47:55.000,2018-05-21,0,0
Fermeture Opérationnelle,Oz Theatre,ATTR,2018-05-21 23:59:00.000,2018-05-21 23:59:00.000,2018-05-22 08:47:53.000,2018-05-21,0,0
,Zipline,ATTR,2018-05-21 08:30:00.000,2018-05-21 23:06:00.000,2018-05-22 08:47:54.000,2018-05-21,0,0
,Dizzy Dropper,ATTR,2018-05-21 08:30:00.000,2018-05-21 22:08:00.000,2018-05-22 08:47:55.000,2018-05-21,0,0
,Spinning Coaster,ATTR,2018-05-21 08:29:00.000,2018-05-21 23:08:00.000,2018-05-22 08:47:53.000,2018-05-21,0,0
Fermeture Réhab,Bumper Cars,ATTR,2018-05-21 23:59:00.000,2018-05-21 23:59:00.000,2018-05-22 08:47:56.000,2018-05-21,0,0
,Himalaya Ride,ATTR,2018-05-21 09:54:00.000,2018-05-21 23:04:00.000,2018-05-22 08:47:54.000,2018-05-21,0,0
,Free Fall,ATTR,2018-05-21 10:00:00.000,2018-05-21 20:00:00.000,2018-05-22 08:47:58.000,2018-05-21,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-05-21 23:59:00.000,2018-05-21 23:59:00.000,2018-05-22 08:47:57.000,2018-05-21,0,0
,Spiral Slide,ATTR,2018-05-21 08:30:00.000,2018-05-21 20:13:00.000,2018-05-22 08:47:58.000,2018-05-21,0,0
,Inverted Coaster,ATTR,2018-05-21 10:00:00.000,2018-05-21 17:00:00.000,2018-05-22 08:47:57.000,2018-05-21,0,0
Fermeture Opérationnelle,Oz Theatre,ATTR,2018-05-22 23:59:00.000,2018-05-22 23:59:00.000,2018-05-23 07:45:35.000,2018-05-22,0,0
,Himalaya Ride,ATTR,2018-05-22 09:37:00.000,2018-05-22 23:00:00.000,2018-05-23 07:45:36.000,2018-05-22,0,0
,Spinning Coaster,ATTR,2018-05-22 08:30:00.000,2018-05-22 23:07:00.000,2018-05-23 07:45:35.000,2018-05-22,0,0
,Giant Wheel,ATTR,2018-05-22 10:00:00.000,2018-05-22 23:12:00.000,2018-05-23 07:45:40.000,2018-05-22,0,0
,Superman Ride,ATTR,2018-05-22 09:30:00.000,2018-05-22 17:21:00.000,2018-05-23 07:45:40.000,2018-05-22,0,0
,Dizzy Dropper,ATTR,2018-05-22 08:30:00.000,2018-05-22 22:21:00.000,2018-05-23 07:45:38.000,2018-05-22,0,0
,Giga Coaster,ATTR,2018-05-22 09:27:00.000,2018-05-22 22:21:00.000,2018-05-23 07:45:39.000,2018-05-22,0,0
,Spiral Slide,ATTR,2018-05-22 08:30:00.000,2018-05-22 20:29:00.000,2018-05-23 07:45:42.000,2018-05-22,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-05-22 23:59:00.000,2018-05-22 23:59:00.000,2018-05-23 07:45:40.000,2018-05-22,0,0
Fermeture Réhab,Bumper Cars,ATTR,2018-05-22 23:59:00.000,2018-05-22 23:59:00.000,2018-05-23 07:45:39.000,2018-05-22,0,0
,Rapids Ride,ATTR,2018-05-22 09:41:00.000,2018-05-22 20:21:00.000,2018-05-23 07:45:39.000,2018-05-22,0,0
,PortAventura World,PARK,2018-05-22 10:00:00.000,2018-05-22 23:00:00.000,2018-05-23 07:45:46.000,2018-05-22,0,0
,Inverted Coaster,ATTR,2018-05-22 10:00:00.000,2018-05-22 17:00:00.000,2018-05-23 07:45:40.000,2018-05-22,0,0
,Swing Ride,ATTR,2018-05-22 08:30:00.000,2018-05-22 22:24:00.000,2018-05-23 07:45:38.000,2018-05-22,0,0
,Haunted House,ATTR,2018-05-22 09:47:00.000,2018-05-22 22:21:00.000,2018-05-23 07:45:38.000,2018-05-22,0,0
,Circus Train,ATTR,2018-05-22 09:20:00.000,2018-05-22 21:52:00.000,2018-05-23 07:45:39.000,2018-05-22,0,0
,Kiddie Coaster,ATTR,2018-05-22 09:39:00.000,2018-05-22 20:11:00.000,2018-05-23 07:45:39.000,2018-05-22,0,0
,Flying Coaster,ATTR,2018-05-22 09:47:00.000,2018-05-22 23:12:00.000,2018-05-23 07:45:34.000,2018-05-22,0,0
,Zipline,ATTR,2018-05-22 08:30:00.000,2018-05-22 23:11:00.000,2018-05-23 07:45:36.000,2018-05-22,0,0
,Drop Tower,ATTR,2018-05-22 08:30:00.000,2018-05-22 22:25:00.000,2018-05-23 07:45:38.000,2018-05-22,0,0
,PortAventura World,PARK,2018-05-22 08:30:00.000,2018-05-22 09:30:00.000,2018-05-23 07:45:46.000,2018-05-22,0,0
,Go-Karts,ATTR,2018-05-22 08:30:00.000,2018-05-22 23:04:00.000,2018-05-23 07:45:35.000,2018-05-22,0,0
,Roller Coaster,ATTR,2018-05-22 10:00:00.000,2018-05-22 19:53:00.000,2018-05-23 07:45:35.000,2018-05-22,0,0
,Water Ride,ATTR,2018-05-22 08:30:00.000,2018-05-22 22:21:00.000,2018-05-23 07:45:38.000,2018-05-22,0,0
,Free Fall,ATTR,2018-05-22 10:00:00.000,2018-05-22 19:59:00.000,2018-05-23 07:45:42.000,2018-05-22,0,0
,Bungee Jump,ATTR,2018-05-22 09:28:00.000,2018-05-22 23:03:00.000,2018-05-23 07:45:34.000,2018-05-22,0,0
,Crazy Dance,ATTR,2018-05-22 09:29:00.000,2018-05-22 23:06:00.000,2018-05-23 07:45:34.000,2018-05-22,0,0
,Haunted House,ATTR,2018-05-23 10:00:00.000,2018-05-23 22:04:00.000,2018-05-24 08:15:54.000,2018-05-23,0,0
,Swing Ride,ATTR,2018-05-23 08:30:00.000,2018-05-23 22:00:00.000,2018-05-24 08:15:54.000,2018-05-23,0,0
,Roller Coaster,ATTR,2018-05-23 10:00:00.000,2018-05-23 19:51:00.000,2018-05-24 08:15:44.000,2018-05-23,0,0
,Zipline,ATTR,2018-05-23 08:30:00.000,2018-05-23 23:09:00.000,2018-05-24 08:15:52.000,2018-05-23,0,0
,Rapids Ride,ATTR,2018-05-23 10:00:00.000,2018-05-23 20:26:00.000,2018-05-24 08:15:56.000,2018-05-23,0,0
,Water Ride,ATTR,2018-05-23 08:30:00.000,2018-05-23 22:03:00.000,2018-05-24 08:15:54.000,2018-05-23,0,0
,Kiddie Coaster,ATTR,2018-05-23 10:00:00.000,2018-05-23 20:00:00.000,2018-05-24 08:15:56.000,2018-05-23,0,0
,Giant Wheel,ATTR,2018-05-23 10:00:00.000,2018-05-23 23:17:00.000,2018-05-24 08:15:57.000,2018-05-23,0,0
,Free Fall,ATTR,2018-05-23 10:00:00.000,2018-05-23 20:18:00.000,2018-05-24 08:15:59.000,2018-05-23,0,0
,Flying Coaster,ATTR,2018-05-23 10:00:00.000,2018-05-23 23:10:00.000,2018-05-24 08:15:43.000,2018-05-23,0,0
Fermeture Opérationnelle,Oz Theatre,ATTR,2018-05-23 23:59:00.000,2018-05-23 23:59:00.000,2018-05-24 08:15:44.000,2018-05-23,0,0
,Superman Ride,ATTR,2018-05-23 09:30:00.000,2018-05-23 17:18:00.000,2018-05-24 08:15:57.000,2018-05-23,0,0
,PortAventura World,PARK,2018-05-23 10:00:00.000,2018-05-23 23:00:00.000,2018-05-24 08:16:18.000,2018-05-23,0,0
,Go-Karts,ATTR,2018-05-23 08:30:00.000,2018-05-23 23:00:00.000,2018-05-24 08:15:44.000,2018-05-23,0,0
,Circus Train,ATTR,2018-05-23 10:00:00.000,2018-05-23 21:46:00.000,2018-05-24 08:15:56.000,2018-05-23,0,0
,Crazy Dance,ATTR,2018-05-23 09:38:00.000,2018-05-23 23:07:00.000,2018-05-24 08:15:43.000,2018-05-23,0,0
,Spinning Coaster,ATTR,2018-05-23 08:30:00.000,2018-05-23 23:13:00.000,2018-05-24 08:15:44.000,2018-05-23,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-05-23 23:59:00.000,2018-05-23 23:59:00.000,2018-05-24 08:15:57.000,2018-05-23,0,0
,Drop Tower,ATTR,2018-05-23 08:30:00.000,2018-05-23 22:16:00.000,2018-05-24 08:15:54.000,2018-05-23,0,0
Fermeture Réhab,Bumper Cars,ATTR,2018-05-23 23:59:00.000,2018-05-23 23:59:00.000,2018-05-24 08:15:56.000,2018-05-23,0,0
,Giga Coaster,ATTR,2018-05-23 09:33:00.000,2018-05-23 22:13:00.000,2018-05-24 08:15:56.000,2018-05-23,0,0
,Spiral Slide,ATTR,2018-05-23 08:30:00.000,2018-05-23 20:24:00.000,2018-05-24 08:15:59.000,2018-05-23,0,0
,PortAventura World,PARK,2018-05-23 08:30:00.000,2018-05-23 09:30:00.000,2018-05-24 08:16:18.000,2018-05-23,0,0
,Himalaya Ride,ATTR,2018-05-23 10:00:00.000,2018-05-23 23:07:00.000,2018-05-24 08:15:50.000,2018-05-23,0,0
,Dizzy Dropper,ATTR,2018-05-23 08:30:00.000,2018-05-23 22:21:00.000,2018-05-24 08:15:54.000,2018-05-23,0,0
,Bungee Jump,ATTR,2018-05-23 09:36:00.000,2018-05-23 23:04:00.000,2018-05-24 08:15:43.000,2018-05-23,0,0
,Inverted Coaster,ATTR,2018-05-23 10:00:00.000,2018-05-23 17:00:00.000,2018-05-24 08:15:57.000,2018-05-23,0,0
,Flying Coaster,ATTR,2018-05-24 10:00:00.000,2018-05-24 23:12:00.000,2018-05-25 07:42:35.000,2018-05-24,0,0
,Circus Train,ATTR,2018-05-24 10:00:00.000,2018-05-24 21:49:00.000,2018-05-25 07:43:01.000,2018-05-24,0,0
,Rapids Ride,ATTR,2018-05-24 10:00:00.000,2018-05-24 20:27:00.000,2018-05-25 07:43:00.000,2018-05-24,0,0
,Go-Karts,ATTR,2018-05-24 08:30:00.000,2018-05-24 23:08:00.000,2018-05-25 07:42:39.000,2018-05-24,0,0
Fermeture Opérationnelle,Oz Theatre,ATTR,2018-05-24 23:59:00.000,2018-05-24 23:59:00.000,2018-05-25 07:42:38.000,2018-05-24,0,0
,Inverted Coaster,ATTR,2018-05-24 10:00:00.000,2018-05-24 17:00:00.000,2018-05-25 07:43:14.000,2018-05-24,0,0
,Spiral Slide,ATTR,2018-05-24 08:30:00.000,2018-05-24 20:34:00.000,2018-05-25 07:44:37.000,2018-05-24,0,0
,Drop Tower,ATTR,2018-05-24 08:30:00.000,2018-05-24 22:20:00.000,2018-05-25 07:42:53.000,2018-05-24,0,0
,Swing Ride,ATTR,2018-05-24 08:30:00.000,2018-05-24 22:11:00.000,2018-05-25 07:42:56.000,2018-05-24,0,0
Fermeture Réhab,Bumper Cars,ATTR,2018-05-24 23:59:00.000,2018-05-24 23:59:00.000,2018-05-25 07:43:02.000,2018-05-24,0,0
,Giant Wheel,ATTR,2018-05-24 10:00:00.000,2018-05-24 23:11:00.000,2018-05-25 07:43:05.000,2018-05-24,0,0
,Crazy Dance,ATTR,2018-05-24 09:30:00.000,2018-05-24 23:11:00.000,2018-05-25 07:42:30.000,2018-05-24,0,0
,Water Ride,ATTR,2018-05-24 08:30:00.000,2018-05-24 22:02:00.000,2018-05-25 07:42:57.000,2018-05-24,0,0
,Dizzy Dropper,ATTR,2018-05-24 08:30:00.000,2018-05-24 22:12:00.000,2018-05-25 07:42:52.000,2018-05-24,0,0
,PortAventura World,PARK,2018-05-24 10:00:00.000,2018-05-24 23:00:00.000,2018-05-25 07:45:22.000,2018-05-24,0,0
,PortAventura World,PARK,2018-05-24 08:30:00.000,2018-05-24 09:30:00.000,2018-05-25 07:45:22.000,2018-05-24,0,0
,Free Fall,ATTR,2018-05-24 10:00:00.000,2018-05-24 20:05:00.000,2018-05-25 07:43:24.000,2018-05-24,0,0
,Zipline,ATTR,2018-05-24 08:30:00.000,2018-05-24 23:08:00.000,2018-05-25 07:42:41.000,2018-05-24,0,0
,Himalaya Ride,ATTR,2018-05-24 09:52:00.000,2018-05-24 23:08:00.000,2018-05-25 07:42:41.000,2018-05-24,0,0
,Giga Coaster,ATTR,2018-05-24 09:31:00.000,2018-05-24 22:13:00.000,2018-05-25 07:43:01.000,2018-05-24,0,0
,Bungee Jump,ATTR,2018-05-24 09:25:00.000,2018-05-24 23:01:00.000,2018-05-25 07:42:36.000,2018-05-24,0,0
,Kiddie Coaster,ATTR,2018-05-24 10:00:00.000,2018-05-24 20:10:00.000,2018-05-25 07:43:01.000,2018-05-24,0,0
,Haunted House,ATTR,2018-05-24 09:30:00.000,2018-05-24 21:49:00.000,2018-05-25 07:42:51.000,2018-05-24,0,0
,Superman Ride,ATTR,2018-05-24 09:30:00.000,2018-05-24 17:19:00.000,2018-05-25 07:43:09.000,2018-05-24,0,0
,Roller Coaster,ATTR,2018-05-24 10:00:00.000,2018-05-24 19:53:00.000,2018-05-25 07:42:40.000,2018-05-24,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-05-24 23:59:00.000,2018-05-24 23:59:00.000,2018-05-25 07:43:08.000,2018-05-24,0,0
,Spinning Coaster,ATTR,2018-05-24 08:30:00.000,2018-05-24 23:15:00.000,2018-05-25 07:42:40.000,2018-05-24,0,0
,Drop Tower,ATTR,2018-05-25 08:30:00.000,2018-05-25 22:00:00.000,2018-05-26 07:44:34.000,2018-05-25,0,0
,Spiral Slide,ATTR,2018-05-25 08:30:00.000,2018-05-25 20:24:00.000,2018-05-26 07:48:43.000,2018-05-25,0,0
,Himalaya Ride,ATTR,2018-05-25 09:38:00.000,2018-05-25 23:07:00.000,2018-05-26 07:44:10.000,2018-05-25,0,0
,Circus Train,ATTR,2018-05-25 10:00:00.000,2018-05-25 21:43:00.000,2018-05-26 07:45:16.000,2018-05-25,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-05-25 23:59:00.000,2018-05-25 23:59:00.000,2018-05-26 07:45:49.000,2018-05-25,0,0
Fermeture Réhab,Bumper Cars,ATTR,2018-05-25 23:59:00.000,2018-05-25 23:59:00.000,2018-05-26 07:45:42.000,2018-05-25,0,0
,Dizzy Dropper,ATTR,2018-05-25 08:30:00.000,2018-05-25 22:09:00.000,2018-05-26 07:44:33.000,2018-05-25,0,0
,Water Ride,ATTR,2018-05-25 08:30:00.000,2018-05-25 22:03:00.000,2018-05-26 07:44:42.000,2018-05-25,0,0
,PortAventura World,PARK,2018-05-25 08:30:00.000,2018-05-25 09:30:00.000,2018-05-26 07:50:30.000,2018-05-25,0,0
,Kiddie Coaster,ATTR,2018-05-25 10:00:00.000,2018-05-25 20:09:00.000,2018-05-26 07:45:22.000,2018-05-25,0,0
,Haunted House,ATTR,2018-05-25 09:56:00.000,2018-05-25 22:00:00.000,2018-05-26 07:44:31.000,2018-05-25,0,0
,Swing Ride,ATTR,2018-05-25 08:30:00.000,2018-05-25 22:04:00.000,2018-05-26 07:44:39.000,2018-05-25,0,0
,Go-Karts,ATTR,2018-05-25 08:30:00.000,2018-05-25 23:06:00.000,2018-05-26 07:43:59.000,2018-05-25,0,0
,Zipline,ATTR,2018-05-25 08:30:00.000,2018-05-25 23:00:00.000,2018-05-26 07:44:11.000,2018-05-25,0,0
,Giant Wheel,ATTR,2018-05-25 09:51:00.000,2018-05-25 23:25:00.000,2018-05-26 07:45:44.000,2018-05-25,0,0
,Superman Ride,ATTR,2018-05-25 09:29:00.000,2018-05-25 17:21:00.000,2018-05-26 07:45:50.000,2018-05-25,0,0
,Bungee Jump,ATTR,2018-05-25 10:00:00.000,2018-05-25 23:00:00.000,2018-05-26 07:43:40.000,2018-05-25,0,0
,Inverted Coaster,ATTR,2018-05-25 09:54:00.000,2018-05-25 17:00:00.000,2018-05-26 07:45:54.000,2018-05-25,0,0
,Rapids Ride,ATTR,2018-05-25 10:00:00.000,2018-05-25 20:27:00.000,2018-05-26 07:44:45.000,2018-05-25,0,0
,Crazy Dance,ATTR,2018-05-25 09:28:00.000,2018-05-25 23:03:00.000,2018-05-26 07:43:37.000,2018-05-25,0,0
,Spinning Coaster,ATTR,2018-05-25 08:30:00.000,2018-05-25 23:14:00.000,2018-05-26 07:44:03.000,2018-05-25,0,0
,Free Fall,ATTR,2018-05-25 10:00:00.000,2018-05-25 20:02:00.000,2018-05-26 07:48:40.000,2018-05-25,0,0
,Flying Coaster,ATTR,2018-05-25 09:53:00.000,2018-05-25 23:09:00.000,2018-05-26 07:43:39.000,2018-05-25,0,0
,Giga Coaster,ATTR,2018-05-25 09:31:00.000,2018-05-25 22:11:00.000,2018-05-26 07:45:20.000,2018-05-25,0,0
,PortAventura World,PARK,2018-05-25 10:00:00.000,2018-05-25 23:00:00.000,2018-05-26 07:50:30.000,2018-05-25,0,0
,Roller Coaster,ATTR,2018-05-25 10:00:00.000,2018-05-25 19:52:00.000,2018-05-26 07:44:02.000,2018-05-25,0,0
,Haunted House,ATTR,2018-05-26 10:00:00.000,2018-05-26 21:45:00.000,2018-05-27 07:41:21.000,2018-05-26,0,1
,Giga Coaster,ATTR,2018-05-26 09:47:00.000,2018-05-26 22:12:00.000,2018-05-27 07:41:22.000,2018-05-26,0,1
,PortAventura World,PARK,2018-05-26 10:00:00.000,2018-05-26 23:00:00.000,2018-05-27 07:41:32.000,2018-05-26,0,1
,Superman Ride,ATTR,2018-05-26 09:28:00.000,2018-05-26 17:14:00.000,2018-05-27 07:41:23.000,2018-05-26,0,1
,Spiral Slide,ATTR,2018-05-26 08:30:00.000,2018-05-26 20:29:00.000,2018-05-27 07:41:24.000,2018-05-26,0,1
,Dizzy Dropper,ATTR,2018-05-26 08:30:00.000,2018-05-26 22:10:00.000,2018-05-27 07:41:21.000,2018-05-26,0,1
,Flying Coaster,ATTR,2018-05-26 10:00:00.000,2018-05-26 23:00:00.000,2018-05-27 07:41:17.000,2018-05-26,0,1
,Free Fall,ATTR,2018-05-26 10:00:00.000,2018-05-26 19:55:00.000,2018-05-27 07:41:24.000,2018-05-26,0,1
,Crazy Dance,ATTR,2018-05-26 09:31:00.000,2018-05-26 23:07:00.000,2018-05-27 07:41:17.000,2018-05-26,0,1
